sex,race_cat,byear,dob,id,list1_17,list1_18,list1_19,list2_17,list2_18,list2_19,list3_17,list3_18,list3_19,list4_17,list4_18,list4_19
M,NONWHITE,2000,2000-04-21,10269,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-08-11,10270,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-03-28,10271,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-03-08,10272,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-05-17,10273,1,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2001,2001-01-05,10274,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-12-13,10275,1,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2004,2004-04-22,10276,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-01-20,10277,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-08-13,28564,0,1,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-09-15,28250,0,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2004,2004-05-22,10280,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-08-31,10281,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2002,2002-09-23,10282,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-11-27,10283,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-04-27,10284,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-05-30,10285,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-05-12,10286,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-11-01,10287,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-07-19,10288,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-11-30,10289,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-08-03,10290,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-08-05,10291,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-12-09,10292,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-08-27,10293,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-05-11,10294,0,0,0,0,0,0,0,0,0,1,0,0
M,NONWHITE,2002,2002-12-08,10295,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-08-13,10296,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-01-13,10297,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2002,2002-03-30,10298,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-08-18,10299,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2002,2002-12-19,10300,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-12-23,10301,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-11-27,10302,0,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2004,2004-06-14,28414,0,0,0,1,1,1,0,0,0,0,0,0
M,NONWHITE,2001,2001-03-12,10304,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-08-26,10305,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-09-09,10306,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-11-17,10307,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-02-20,10308,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-05-08,10309,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-05-01,10310,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-11-04,10311,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-02-07,10312,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-11-30,10313,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-01-19,10314,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-01-28,10315,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-02-22,10316,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-06-04,10317,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-12-23,10318,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-08-03,10319,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-07-24,10320,1,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2001,2001-07-05,10321,0,0,0,0,0,0,1,0,0,1,0,0
M,NONWHITE,2001,2001-09-30,10322,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-01-17,10323,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-01-18,10324,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-04-05,10325,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-08-12,10326,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-07-01,10327,1,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,1999,1999-12-10,10328,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-12-13,10329,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-12-02,10330,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-04-06,10331,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-12-16,28594,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-04-11,10333,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-07-17,10334,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2002,2002-02-09,10335,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-11-22,10336,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-09-28,10337,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-07-30,10338,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-08-09,10339,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-08-17,10340,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-09-09,10341,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-08-13,10342,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-06-05,10343,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-09-26,10344,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-08-29,10345,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2003,2003-04-18,10346,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-07-18,10347,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-09-30,10348,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-12-07,10349,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-08-18,10350,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-07-23,28109,0,0,1,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-02-08,10352,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-01-25,10353,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-08-29,10354,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,1999,1999-03-19,10355,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-03-09,10356,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-12-13,10357,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2000,2000-12-18,10358,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-02-15,28714,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-03-30,10360,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-02-27,10361,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-06-06,28390,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-02-17,10363,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-10-31,10364,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-08-05,10365,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-05-09,10366,0,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2003,2003-05-04,10367,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-09-21,10368,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-10-14,10369,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-06-12,10370,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2001,2001-03-04,10371,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-07-07,10372,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-12-16,10373,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-06-04,10374,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-03-31,10375,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-09-14,10376,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-03-04,10377,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-11-14,10378,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-04-06,10379,1,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2003,2003-06-09,10380,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-10-04,10381,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-04-30,10382,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-01-10,10383,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-06-19,10384,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-10-05,10385,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-12-24,10386,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2001,2001-03-29,10387,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-08-03,10388,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-04-05,10389,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-01-23,10390,1,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,1999,1999-12-05,10391,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-05-04,10392,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-04-15,10393,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-06-17,10394,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-01-02,10395,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-03-23,10396,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-04-02,10397,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2000,2000-05-16,10398,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-01-13,10399,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-04-06,10400,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-06-10,10401,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-05-30,10402,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-10-16,10403,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-05-25,10404,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-01-20,10405,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-10-14,10406,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-04-10,10407,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-08-17,10408,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-01-28,10409,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-07-29,10410,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-06-25,10411,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,1999,1999-12-22,10412,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-03-12,10413,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-09-30,10414,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-09-26,10415,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2003,2003-10-12,10416,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-06-21,10417,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-05-06,10418,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-01-07,10419,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-02-12,10420,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-12-08,10421,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2002,2002-12-18,28911,1,0,1,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-10-09,28778,0,0,1,0,0,0,1,0,0,0,0,0
M,NONWHITE,1999,1999-10-28,10424,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-08-26,28856,0,1,1,1,0,1,0,0,1,0,0,1
M,NONWHITE,1999,1999-03-29,10426,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-02-27,10427,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-02-10,10428,0,0,0,0,0,0,0,0,0,1,0,0
M,NONWHITE,2002,2002-12-21,10429,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-09-20,10430,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-04-17,10431,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2004,2004-09-01,10432,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-10-14,10433,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-06-08,10434,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-08-19,10435,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-12-26,10436,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,1999,1999-10-20,10437,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-03-27,28609,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-07-19,10439,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-07-10,10440,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-03-05,10441,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-01-06,28674,0,0,0,1,1,1,0,0,0,0,0,0
M,NONWHITE,2004,2004-02-28,10443,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-07-14,10444,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-03-10,10445,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-01-20,10446,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-09-05,10447,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-01-17,10448,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-11-16,28515,0,0,0,1,0,1,0,0,0,0,0,0
M,NONWHITE,2001,2001-07-05,10450,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-01-14,10451,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-10-18,10452,0,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2001,2001-08-31,10453,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-12-27,10454,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-11-24,10455,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-09-13,10456,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-06-03,10457,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2001,2001-07-06,10458,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2003,2003-12-23,28892,1,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-02-13,10460,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-04-18,10461,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-06-13,10462,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-10-15,10463,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-05-21,10464,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-06-07,10465,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-04-25,10466,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-04-12,10467,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-04-06,10468,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2000,2000-10-07,28979,0,0,0,1,0,1,0,0,0,0,0,0
M,NONWHITE,2003,2003-01-24,10470,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-05-24,10471,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-05-09,10472,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-08-23,10473,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-01-29,10474,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-07-12,10475,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-09-03,10476,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-07-19,10477,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-04-22,10478,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-09-03,10479,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-07-03,10480,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-06-28,10481,0,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,2002,2002-09-06,10482,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-07-25,10483,0,0,0,1,0,0,1,0,0,0,0,0
M,NONWHITE,1999,1999-04-23,10484,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-04-18,10485,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-04-28,10486,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-07-10,10487,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-07-06,10488,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-07-20,10489,1,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-12-03,10490,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2003,2003-01-21,10491,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-04-23,10492,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-05-20,10493,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-07-03,10494,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-12-04,10495,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-11-23,10496,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2000,2000-10-21,10497,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,1999,1999-09-25,10498,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-07-11,28309,0,1,1,1,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-12-11,10500,1,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2000,2000-08-20,10501,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-05-29,10502,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-08-03,10503,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-11-12,10504,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-06-26,10505,0,0,0,0,0,0,1,0,0,0,0,0
M,NONWHITE,2001,2001-06-05,10506,1,0,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-07-22,10507,0,0,0,1,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-08-14,10508,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-11-04,10509,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-02-16,10510,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-04-29,10511,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-12-09,10512,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-03-08,10513,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2005,2005-09-27,10514,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-09-09,10515,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-10-15,10516,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-03-16,10517,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-11-16,10518,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-09-05,10519,0,1,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-12-18,10520,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-09-18,10521,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-11-18,10522,0,0,0,0,0,0,0,1,0,0,0,0
M,NONWHITE,2005,2005-11-02,10523,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-04-08,10524,0,0,0,0,0,0,0,1,0,0,0,0
M,NONWHITE,2002,2002-10-30,10525,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-05-07,10526,0,1,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-09-14,10527,0,0,0,0,0,0,0,1,0,0,0,0
M,NONWHITE,2001,2001-12-27,10528,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-05-03,10529,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-08-23,10530,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2005,2005-05-24,10531,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-04-03,10532,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-10-04,10533,0,1,0,0,1,0,0,1,0,0,0,0
M,NONWHITE,2000,2000-10-30,10534,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-06-02,10536,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-08-12,10537,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-11-20,10538,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-10-21,10539,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-03-27,10540,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-12-16,10541,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2005,2005-03-21,10542,0,1,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-10-29,10543,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-10-19,10544,0,0,0,0,0,0,0,1,0,0,0,0
M,NONWHITE,2005,2005-07-23,10545,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-03-27,10546,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-05-16,10547,0,1,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-09-10,10548,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-11-22,10549,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-03-17,28751,0,0,0,0,1,1,0,0,0,0,0,0
M,NONWHITE,2002,2002-02-23,10551,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2005,2005-11-08,10552,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2005,2005-05-18,10553,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-08-12,10554,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-05-11,10555,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2005,2005-03-27,10556,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-06-09,10557,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-04-30,10558,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-07-02,10559,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-10-25,10560,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-06-26,10561,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2005,2005-04-26,10562,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-05-14,10563,0,0,0,0,0,0,0,1,0,0,0,0
M,NONWHITE,2002,2002-03-24,10565,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2001,2001-06-24,10566,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-11-23,10567,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2002,2002-01-19,10568,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2003,2003-02-02,10569,0,1,0,0,0,0,0,0,0,0,0,0
M,NONWHITE,2000,2000-06-14,10570,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-10-07,10571,0,0,0,0,1,0,0,0,0,0,0,0
M,NONWHITE,2004,2004-05-10,10572,0,0,0,0,0,0,0,1,0,0,0,0
